,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/home/q3k/sky130/qf105/openlane/user_project_wrapper,user_project_wrapper,user_project_wrapper,flow completed,1h17m45s0ms,0h9m50s0ms,46.3107098381071,10.2784,23.15535491905355,-1,25724.29,238,0,0,0,0,0,0,0,27,0,-1,-1,571400,4167,0.0,-1,-1,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,2.04,2.51,0.01,0.02,-1,139,2017,139,2017,0,0,0,26,4,0,0,0,0,0,0,0,25,21,2,4110,128800,0,132910,33.333333333333336,30.0,30,AREA 0,5,50,1,180,180,0.1,0.3,sky130_fd_sc_hd,4,4
